name,awards,oscar_wins_and_nominations,other_wins,other_nominations,total_awards_and_nominations
Men in Black,Won 1 Oscar. Another 21 wins & 39 nominations.,1,21,39,61
The Full Monty,Won 1 Oscar. 37 wins & 35 nominations total,1,37,35,73
The Jackal,1 win & 4 nominations.,0,1,4,5
Starship Troopers,Nominated for 1 Oscar. Another 3 wins & 15 nominations.,1,3,15,19
Welcome to Sarajevo,1 win & 2 nominations.,0,1,2,3
Digging to China,2 wins.,0,2,0,2
Trojan War,,0,0,0,0
Mr. Magoo,2 nominations.,0,0,2,2
Anaconda,6 wins & 11 nominations.,0,6,11,17
Trial and Error,,0,0,0,0
The Manson Family,1 nomination.,0,0,1,1
Two Girls and a Guy,,0,0,0,0
Inventing the Abbotts,,0,0,0,0
Ulee's Gold,Nominated for 1 Oscar. Another 8 wins & 16 nominations.,1,8,16,25
Grosse Pointe Blank,2 wins & 8 nominations.,0,2,8,10
Good Burger,,0,0,0,0
Amy Foster,,0,0,0,0
Wishmaster,3 nominations.,0,0,3,3
Dante's Peak,4 wins & 1 nomination.,0,4,1,5
Mortal Kombat: Annihilation,,0,0,0,0
Good Will Hunting,Won 2 Oscars. Another 22 wins & 61 nominations.,2,22,61,85
Amistad,Nominated for 4 Oscars. Another 11 wins & 39 nominations.,4,11,39,54
Steel,1 nomination.,0,0,1,1
Mimic,3 wins & 8 nominations.,0,3,8,11
Titanic,Won 11 Oscars. Another 115 wins & 83 nominations.,11,115,83,209
Dulce porvenir,,0,0,0,0
The Castle,2 wins & 11 nominations.,0,2,11,13
Con Air,Nominated for 2 Oscars. Another 7 wins & 9 nominations.,2,7,9,18
The Assignment,,0,0,0,0
Midnight in the Garden of Good and Evil,1 win & 4 nominations.,0,1,4,5
An American Werewolf in Paris,3 wins & 1 nomination.,0,3,1,4
Still Breathing,1 win & 1 nomination.,0,1,1,2
Gone Fishin',1 nomination.,0,0,1,1
Most Wanted,1 win & 1 nomination.,0,1,1,2
The Game,1 nomination.,0,0,1,1
Jungle 2 Jungle,3 nominations.,0,0,3,3
Tomorrow Never Dies,6 wins & 10 nominations,0,6,10,16
Lawn Dogs,7 wins & 4 nominations.,0,7,4,11
Romy and Michele's High School Reunion,4 nominations.,0,0,4,4
Clockwatchers,2 wins & 1 nomination.,0,2,1,3
A Simple Wish,1 win & 2 nominations.,0,1,2,3
Washington Square,1 nomination.,0,0,1,1
Children of Heaven,,0,0,0,0
Buddy,6 wins & 6 nominations.,0,6,6,12
The Last Time I Committed Suicide,,0,0,0,0
The Apostle,Nominated for 1 Oscar. Another 13 wins & 7 nominations.,1,13,7,21
Metro,1 nomination,0,0,1,1
The Man Who Knew Too Little,,0,0,0,0
The Lost World: Jurassic Park,Nominated for 1 Oscar. 4 wins & 28 nominations total,1,4,28,33
Going All the Way,1 win & 2 nominations.,0,1,2,3
Rosewood,3 wins & 10 nominations.,0,3,10,13
Shooting Fish,3 wins.,0,3,0,3
I Know What You Did Last Summer,3 wins & 7 nominations.,0,3,7,10
Money Talks,1 nomination.,0,0,1,1
The Boxer,Nominated for 3 Golden Globes. Another 3 wins & 3 nominations.,0,3,6,9
Mr. Nice Guy,,0,0,0,0
Nothing to Lose,1 win.,0,1,0,1
Breakdown,1 win & 2 nominations.,0,1,2,3
Fools Rush In,3 nominations.,0,0,3,3
Por el lado oscuro del camino,,0,0,0,0
Face/Off,Nominated for 1 Oscar. Another 11 wins & 21 nominations.,1,11,21,33
B*A*P*S,2 nominations.,0,0,2,2
FairyTale: A True Story,1 win & 3 nominations.,0,1,3,4
Vegas Vacation,1 nomination.,0,0,1,1
One Eight Seven,1 win & 1 nomination.,0,1,1,2
One Night Stand,1 win & 3 nominations.,0,1,3,4
Flubber,3 wins & 2 nominations.,0,3,2,5
Plump Fiction,,0,0,0,0
Batman & Robin,Won 1 Oscar. Another 8 wins & 26 nominations.,1,8,26,35
A Thousand Acres,Nominated for 1 Golden Globe. Another 2 wins.,0,2,1,3
Open Your Eyes,6 wins & 14 nominations.,0,6,14,20
Playing God,,0,0,0,0
Breaking Up,,0,0,0,0
The Relic,4 nominations.,0,0,4,4
Speed 2: Cruise Control,1 win & 9 nominations.,0,1,9,10
Star Maps,1 win & 7 nominations.,0,1,7,8
Henry Fool,1 win & 1 nomination.,0,1,1,2
Smilla's Sense of Snow,1 nomination,0,0,1,1
Spice World,3 wins & 11 nominations.,0,3,11,14
Private Parts,2 wins & 3 nominations.,0,2,3,5
Nowhere,1 nomination.,0,0,1,1
Princess Mononoke,,0,0,0,0
Kiss the Girls,5 nominations.,0,0,5,5
Star Kid,,0,0,0,0
Excess Baggage,2 wins & 3 nominations.,0,2,3,5
Prefontaine,,0,0,0,0
Wag the Dog,Nominated for 2 Oscars. Another 2 wins & 21 nominations.,2,2,21,25
The Rainmaker,2 wins & 10 nominations,0,2,10,12
Bean,2 wins & 1 nomination,0,2,1,3
The Real Blonde,,0,0,0,0
Austin Powers: International Man of Mystery,3 wins & 8 nominations.,0,3,8,11
For Richer or Poorer,1 nomination.,0,0,1,1
Seven Years in Tibet,Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.,0,3,8,11
Orgazmo,,0,0,0,0
Oscar and Lucinda,Nominated for 1 Oscar. Another 10 wins & 6 nominations.,1,10,6,17
The Sixth Man,,0,0,0,0
Switchback,,0,0,0,0
Firelight,2 wins & 2 nominations.,0,2,2,4
In & Out,Won 2 Oscars. Another 135 wins & 373 nominations.,2,135,373,510
Paradise Road,1 win & 7 nominations.,0,1,7,8
Kull the Conqueror,,0,0,0,0
Fire Down Below,1 win & 5 nominations.,0,1,5,6
Kundun,Nominated for 4 Oscars. Another 7 wins & 9 nominations.,4,7,9,20
Fathers' Day,1 nomination.,0,0,1,1
L.A. Confidential,Won 2 Oscars. Another 89 wins & 85 nominations.,2,89,85,176
The Beautician and the Beast,1 nomination.,0,0,1,1
Volcano,1 win & 1 nomination.,0,1,1,2
City of Industry,1 nomination.,0,0,1,1
Fierce Creatures,,0,0,0,0
Perfect Blue,3 wins & 3 nominations.,0,3,3,6
The End of Violence,1 win & 4 nominations.,0,1,4,5
Picture Perfect,,0,0,0,0
Cats Don't Dance,3 wins & 13 nominations.,0,3,13,16
The Devil's Advocate,2 wins & 7 nominations.,0,2,7,9
Lolita,Nominated for 1 Oscar. Another 2 wins & 8 nominations.,1,2,8,11
Deconstructing Harry,Nominated for 1 Oscar. Another 4 wins & 5 nominations.,1,4,5,10
Hoodlum,7 nominations,0,0,7,7
The Devil's Own,1 nomination.,0,0,1,1
The Saint,1 win & 2 nominations.,0,1,2,3
Spawn,2 wins & 6 nominations.,0,2,6,8
Out to Sea,,0,0,0,0
Deceiver,3 wins.,0,3,0,3
The Borrowers,Nominated for 1 BAFTA Film Award. Another 1 win & 3 nominations.,0,1,4,5
Soul Food,6 wins & 11 nominations.,0,6,11,17
Live Flesh,Nominated for 1 BAFTA Film Award. Another 11 wins & 13 nominations.,0,11,14,25
The Edge,3 nominations.,0,0,3,3
The Spanish Prisoner,3 nominations.,0,0,3,3
Anastasia,Nominated for 2 Oscars. 10 wins & 23 nominations total,2,10,23,35
8 Heads in a Duffel Bag,1 win.,0,1,0,1
Event Horizon,1 win & 2 nominations.,0,1,2,3
Gummo,4 wins & 2 nominations.,0,4,2,6
Conspiracy Theory,4 wins & 1 nomination.,0,4,1,5
Mad City,1 nomination.,0,0,1,1
Chasing Amy,Nominated for 1 Golden Globe. Another 5 wins & 15 nominations.,0,5,16,21
Sin embargo es adorable,,0,0,0,0
Gattaca,Nominated for 1 Oscar. Another 6 wins & 15 nominations.,1,6,15,22
That Darn Cat,2 nominations.,0,0,2,2
Contact,Nominated for 1 Oscar. Another 14 wins & 30 nominations.,1,14,30,45
Ma Vie en Rose,Won 1 Golden Globe. Another 12 wins & 7 nominations.,0,13,7,20
The Night Flier,1 win & 2 nominations.,0,1,2,3
The Fifth Element,Nominated for 1 Oscar. Another 10 wins & 38 nominations.,1,10,38,49
Boogie Nights,Nominated for 3 Oscars. 36 wins & 64 nominations total,3,36,64,103
Wilde,Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,0,4,8,12
George of the Jungle,1 win & 3 nominations.,0,1,3,4
The Butcher Boy,10 wins & 11 nominations.,0,10,11,21
Beverly Hills Ninja,1 nomination.,0,0,1,1
The MatchMaker,,0,0,0,0
Dangerous Ground,,0,0,0,0
Warriors of Virtue,2 nominations.,0,0,2,2
Mrs Brown,Nominated for 2 Oscars. Another 12 wins & 24 nominations.,2,12,24,38
Mrs Dalloway,2 wins & 1 nomination.,0,2,1,3
Selena,8 wins & 6 nominations,0,8,6,14
In the Company of Men,14 wins & 12 nominations.,0,14,12,26
"Truth or Consequences, N.M.",,0,0,0,0
Donnie Brasco,Nominated for 1 Oscar. Another 2 wins & 15 nominations.,1,2,15,18
Air Force One,Nominated for 2 Oscars. Another 7 wins & 11 nominations.,2,7,11,20
Eight Days a Week,3 wins.,0,3,0,3
Life Is Beautiful,1 win & 2 nominations.,0,1,2,3
Murder at 1600,,0,0,0,0
Air Bud,4 wins & 3 nominations.,0,4,3,7
The Ice Storm,Won 1 BAFTA Film Award. Another 5 wins & 33 nominations.,0,6,33,39
My Best Friend's Wedding,Nominated for 1 Oscar. Another 12 wins & 23 nominations.,1,12,23,36
Shadow Conspiracy,,0,0,0,0
Bent,3 wins & 3 nominations.,0,3,3,6
Affliction,Won 1 Oscar. Another 7 wins & 19 nominations.,1,7,19,27
Bliss,1 win & 1 nomination.,0,1,1,2
Turbo: A Power Rangers Movie,1 nomination.,0,0,1,1
Suicide Kings,,0,0,0,0
Character,Won 1 Oscar. Another 17 wins & 7 nominations.,1,17,7,25
Nightwatch,2 wins.,0,2,0,2
The Pest,1 nomination.,0,0,1,1
Absolute Power,1 nomination,0,0,1,1
Free Willy 3: The Rescue,2 wins & 2 nominations.,0,2,2,4
The House of Yes,1 win & 6 nominations.,0,1,6,7
Turbulence,4 nominations.,0,0,4,4
As Good as It Gets,Won 2 Oscars. Another 36 wins & 54 nominations.,2,36,54,92
The Postman,7 wins & 7 nominations.,0,7,7,14
Love Jones,2 wins & 7 nominations.,0,2,7,9
Eve's Bayou,12 wins & 17 nominations.,0,12,17,29
Home Alone 3,3 nominations.,0,0,3,3
A Smile Like Yours,1 nomination.,0,0,1,1
A Life Less Ordinary,1 win & 3 nominations.,0,1,3,4
The Peacemaker,2 nominations.,0,0,2,2
Cop Land,1 win & 1 nomination,0,1,1,2
Addicted to Love,1 nomination.,0,0,1,1
Jackie Brown,Nominated for 1 Oscar. Another 8 wins & 23 nominations.,1,8,23,32
Red Corner,4 wins.,0,4,0,4
Gang Related,,0,0,0,0
How to Be a Player,,0,0,0,0
Double Team,4 wins,0,4,0,4
G.I. Jane,2 wins & 3 nominations.,0,2,3,5
Booty Call,,0,0,0,0
The Wings of the Dove,Nominated for 4 Oscars. Another 16 wins & 28 nominations.,4,16,28,48
Wild America,1 win.,0,1,0,1
Camino sin retorno,,0,0,0,0
Shall We Dance?,55 wins & 7 nominations.,0,55,7,62
Twister,Nominated for 2 Oscars. 11 wins & 17 nominations total,2,11,17,30
Bloodsport 2,,0,0,0,0
Mars Attacks!,3 wins & 19 nominations.,0,3,19,22
The Juror,1 win & 2 nominations.,0,1,2,3
All Dogs Go to Heaven 2,3 nominations.,0,0,3,3
The Great White Hype,,0,0,0,0
Jude,5 wins & 6 nominations.,0,5,6,11
Two If by Sea,,0,0,0,0
Bottle Rocket,2 wins & 1 nomination.,0,2,1,3
Joe's Apartment,2 wins.,0,2,0,2
A Summer's Tale,1 nomination.,0,0,1,1
Sling Blade,Won 1 Oscar. Another 13 wins & 15 nominations.,1,13,15,29
Bound,8 wins & 13 nominations.,0,8,13,21
Box of Moon Light,,0,0,0,0
Love Is All There Is,,0,0,0,0
Boys,9 wins & 8 nominations.,0,9,8,17
Citizen Ruth,3 wins & 2 nominations.,0,3,2,5
City Hall,1 nomination.,0,0,1,1
Hellraiser: Bloodline,1 win & 2 nominations.,0,1,2,3
Brassed Off,Nominated for 1 BAFTA Film Award. Another 10 wins & 6 nominations.,0,10,7,17
Solo,,0,0,0,0
A Thin Line Between Love and Hate,,0,0,0,0
Some Mother's Son,4 wins & 1 nomination.,0,4,1,5
Lone Star,Nominated for 1 Oscar. Another 15 wins & 18 nominations.,1,15,18,34
Jingle All the Way,2 wins & 4 nominations.,0,2,4,6
Heaven's Prisoners,1 nomination.,0,0,1,1
Claroscuro,,0,0,0,0
Jerry Maguire,Won 1 Oscar. Another 25 wins & 41 nominations.,1,25,41,67
A Very Brady Sequel,2 nominations.,0,0,2,2
A Time to Kill,7 wins & 12 nominations.,0,7,12,19
Space Jam,5 wins & 7 nominations,0,5,7,12
Waiting for Guffman,2 wins & 3 nominations,0,2,3,5
The Birdcage,Nominated for 1 Oscar. Another 7 wins & 24 nominations.,1,7,24,32
Sleepers,Nominated for 1 Oscar. Another 1 win & 4 nominations.,1,1,4,6
Alaska,3 nominations.,0,0,3,3
I Shot Andy Warhol,5 wins & 7 nominations.,0,5,7,12
Two Much,5 nominations,0,0,5,5
Manny & Lo,2 nominations.,0,0,2,2
The Island of Dr. Moreau,2 wins & 10 nominations.,0,2,10,12
She's the One,3 nominations.,0,0,3,3
Shiloh,4 wins.,0,4,0,4
Albino Alligator,1 nomination.,0,0,1,1
Happy Gilmore,1 win & 4 nominations.,0,1,4,5
Head Above Water,1 win & 1 nomination.,0,1,1,2
The Cable Guy,3 wins & 2 nominations.,0,3,2,5
Hard Eight,2 wins & 8 nominations.,0,2,8,10
Spy Hard,,0,0,0,0
Bogus,1 win & 3 nominations.,0,1,3,4
Harriet the Spy,3 wins & 2 nominations.,0,3,2,5
Mad Dog Time,,0,0,0,0
Diabolique,2 wins & 1 nomination.,0,2,1,3
Broken Arrow,1 win & 3 nominations.,0,1,3,4
Bordello of Blood,,0,0,0,0
The Hunchback of Notre Dame,Nominated for 1 Oscar. 8 wins & 26 nominations total,1,8,26,35
Marvin's Room,Nominated for 1 Oscar. Another 4 wins & 12 nominations.,1,4,12,17
Swingers,3 wins & 3 nominations.,0,3,3,6
Mary Reilly,6 nominations.,0,0,6,6
The Trigger Effect,,0,0,0,0
Courage Under Fire,9 wins & 7 nominations.,0,9,7,16
The People vs. Larry Flynt,Nominated for 2 Oscars. Another 22 wins & 33 nominations.,2,22,33,57
Before and After,,0,0,0,0
The Phantom,3 wins.,0,3,0,3
Escape from L.A.,3 nominations,0,0,3,3
Freeway,6 wins & 4 nominations.,0,6,4,10
Chain Reaction,1 nomination.,0,0,1,1
Kingpin,,0,0,0,0
The Portrait of a Lady,Nominated for 2 Oscars. Another 5 wins & 13 nominations.,2,5,13,20
The Van,1 nomination.,0,0,1,1
The Preacher's Wife,Nominated for 1 Oscar. Another 4 wins & 6 nominations.,1,4,6,11
Bed of Roses,,0,0,0,0
Foxfire,,0,0,0,0
Beavis and Butt-Head Do America,1 win & 4 nominations.,0,1,4,5
Beautiful Thing,4 wins & 3 nominations.,0,4,3,7
Beautiful Girls,1 win & 3 nominations,0,1,3,4
The Quest,1 nomination.,0,0,1,1
Crash: Extra�os placeres,,0,0,0,0
Eraser,Nominated for 1 Oscar. Another 3 wins & 1 nomination.,1,3,1,5
Race the Sun,,0,0,0,0
Night Falls on Manhattan,1 nomination.,0,0,1,1
Striptease,8 wins & 4 nominations.,0,8,4,12
That Thing You Do!,Nominated for 1 Oscar. Another 3 wins & 7 nominations.,1,3,7,11
Thinner,2 nominations.,0,0,2,2
Garras,,0,0,0,0
Larger Than Life,,0,0,0,0
Mystery Science Theater 3000: The Movie,1 nomination.,0,0,1,1
The Fan,1 win & 3 nominations.,0,1,3,4
Emma,Won 1 Oscar. Another 2 wins & 7 nominations.,1,2,7,10
The Nutty Professor,Won 1 Oscar. Another 9 wins & 12 nominations.,1,9,12,22
From Dusk Till Dawn,7 wins & 13 nominations.,0,7,13,20
Sgt. Bilko,1 win.,0,1,0,1
The Crow: City of Angels,2 wins & 3 nominations.,0,2,3,5
The Crucible,Nominated for 2 Oscars. 4 wins & 29 nominations total,2,4,29,35
Ransom,3 wins & 5 nominations.,0,3,5,8
In Love and War,1 nomination.,0,0,1,1
The Pallbearer,1 nomination.,0,0,1,1
SubUrbia,1 nomination.,0,0,1,1
D3: The Mighty Ducks,2 nominations.,0,0,2,2
Everyone Says I Love You,11 wins & 12 nominations.,0,11,12,23
Kissed,7 wins & 10 nominations.,0,7,10,17
The Craft,1 win & 7 nominations,0,1,7,8
Primal Fear,Nominated for 1 Oscar. Another 10 wins & 11 nominations.,1,10,11,22
Fargo,Won 2 Oscars. Another 81 wins & 58 nominations.,2,81,58,141
House Arrest,1 nomination.,0,0,1,1
Surviving Picasso,,0,0,0,0
Phenomenon,7 wins & 8 nominations,0,7,8,15
Phat Beach,,0,0,0,0
The Spitfire Grill,3 wins.,0,3,0,3
Jack,6 nominations.,0,0,6,6
Fled,,0,0,0,0
Barb Wire,1 win & 7 nominations.,0,1,7,8
It's My Party,1 nomination.,0,0,1,1
Fear,1 win & 2 nominations.,0,1,2,3
The Secret Agent,1 nomination.,0,0,1,1
First Kid,1 nomination.,0,0,1,1
First Contact,,0,0,0,0
Feeling Minnesota,,0,0,0,0
Female Perversions,2 nominations.,0,0,2,2
Carpool,2 wins.,0,2,0,2
Carried Away,,0,0,0,0
Flipper,5 nominations.,0,0,5,5
The Stupids,3 wins & 5 nominations.,0,3,5,8
The Substitute,,0,0,0,0
The Evening Star,Nominated for 1 Golden Globe. Another 6 wins & 2 nominations.,0,6,3,9
Curdled,2 nominations.,0,0,2,2
Evita,Won 1 Oscar. Another 18 wins & 43 nominations.,1,18,43,62
Executive Decision,2 wins & 2 nominations.,0,2,2,4
Extreme Measures,,0,0,0,0
White Squall,1 nomination.,0,0,1,1
Homeward Bound II: Lost in San Francisco,3 nominations.,0,0,3,3
Eye for an Eye,,0,0,0,0
Celtic Pride,,0,0,0,0
The English Patient,Won 9 Oscars. Another 53 wins & 77 nominations.,9,53,77,139
Basquiat,2 wins & 3 nominations.,0,2,3,5
The Rich Man's Wife,,0,0,0,0
Police Story 4: First Strike,,0,0,0,0
One Fine Day,Nominated for 1 Oscar. 4 wins & 6 nominations total,1,4,6,11
Fly Away Home,Nominated for 1 Oscar. Another 5 wins & 6 nominations.,1,5,6,12
The Rock,Nominated for 1 Oscar. Another 9 wins & 8 nominations.,1,9,8,18
The Sunchaser,1 nomination.,0,0,1,1
Flirting with Disaster,1 win & 10 nominations.,0,1,10,11
Caught,,0,0,0,0
My Fellow Americans,,0,0,0,0
Romeo + Juliet,Nominated for 1 Oscar. Another 15 wins & 28 nominations.,1,15,28,44
Last Dance,1 nomination,0,0,1,1
If Lucy Fell,,0,0,0,0
101 Dalmatians,Nominated for 1 BAFTA Film Award. Another 3 wins & 9 nominations.,0,3,10,13
2 Days in the Valley,1 nomination.,0,0,1,1
To Gillian on Her 37th Birthday,1 win.,0,1,0,1
Kama Sutra: A Tale of Love,1 win & 1 nomination.,0,1,1,2
Scream,11 wins & 11 nominations.,0,11,11,22
Tin Cup,Nominated for 1 Golden Globe. Another 3 nominations.,0,0,4,4
Big Night,9 wins & 17 nominations.,0,9,17,26
Down Periscope,,0,0,0,0
Daylight,Nominated for 1 Oscar. 1 win & 4 nominations total,1,1,4,6
Lawnmower Man 2: Beyond Cyberspace,1 nomination.,0,0,1,1
Mother Night,,0,0,0,0
Michael,1 nomination,0,0,1,1
Girl 6,1 nomination.,0,0,1,1
Trees Lounge,4 nominations.,0,0,4,4
Kids in the Hall: Brain Candy,5 nominations.,0,0,5,5
Bad Moon,,0,0,0,0
Santa with Muscles,,0,0,0,0
Trainspotting,Nominated for 1 Oscar. Another 23 wins & 34 nominations.,1,23,34,58
Independence Day,Won 1 Oscar. 35 wins & 35 nominations total,1,35,35,71
DragonHeart,Nominated for 1 Oscar. Another 3 wins & 9 nominations.,1,3,9,13
Stealing Beauty,3 wins & 11 nominations.,0,3,11,14
Black Mask,4 nominations.,0,0,4,4
The Associate,,0,0,0,0
High School High,,0,0,0,0
The Arrival,1 win & 1 nomination.,0,1,1,2
Mission: Impossible,5 wins & 30 nominations.,0,5,30,35
The Funeral,2 wins & 7 nominations.,0,2,7,9
The Long Kiss Goodnight,3 nominations.,0,0,3,3
Bio-Dome,3 wins & 1 nomination.,0,3,1,4
Moll Flanders,4 nominations.,0,0,4,4
Ghosts of Mississippi,Nominated for 2 Oscars. Another 2 wins & 7 nominations.,2,2,7,11
Secrets & Lies,,0,0,0,0
Michael Collins,Nominated for 2 Oscars. Another 4 wins & 15 nominations.,2,4,15,21
The Glimmer Man,,0,0,0,0
The Mirror Has Two Faces,Nominated for 2 Oscars. Another 4 wins & 9 nominations.,2,4,9,15
Ridicule,Nominated for 1 Oscar. Another 20 wins & 16 nominations.,1,20,16,37
The First Wives Club,Nominated for 1 Oscar. Another 3 wins & 7 nominations.,1,3,7,11
Matilda,3 wins & 7 nominations,0,3,7,10
Muppet Treasure Island,5 nominations,0,0,5,5
Multiplicity,,0,0,0,0
Mulholland Falls,1 win & 1 nomination.,0,1,1,2
Muertos de miedo,,0,0,0,0
Dunston Checks In,4 nominations.,0,0,4,4
The Chamber,2 nominations.,0,0,2,2
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1 nomination.,0,0,1,1
Mrs. Winterbourne,1 nomination.,0,0,1,1
Last Man Standing,,0,0,0,0
Maximum Risk,,0,0,0,0
Twelfth Night or What You Will,,0,0,0,0
Mr. Wrong,1 win & 2 nominations.,0,1,2,3
Eddie,1 win & 2 nominations.,0,1,2,3
Mr. Toad's Wild Ride,2 wins.,0,2,0,2
Blood and Wine,1 win & 1 nomination.,0,1,1,2
Ed,4 nominations.,0,0,4,4
Kazaam,2 nominations.,0,0,2,2
James and the Giant Peach,Nominated for 1 Oscar. Another 4 wins & 12 nominations.,1,4,12,17
The Adventures of Pinocchio,1 win & 2 nominations.,0,1,2,3
Kansas City,3 wins & 1 nomination.,0,3,1,4
Set It Off,5 wins & 6 nominations.,0,5,6,11
Bushwhacked,,0,0,0,0
Carrington,7 wins & 9 nominations total,0,7,9,16
Clueless,6 wins & 11 nominations.,0,6,11,17
The Basketball Diaries,,0,0,0,0
Dead Man,5 wins & 14 nominations.,0,5,14,19
The Doom Generation,1 nomination.,0,0,1,1
Casino,Nominated for 1 Oscar. Another 4 wins & 10 nominations.,1,4,10,15
Casper,4 wins & 5 nominations.,0,4,5,9
Species,3 wins & 6 nominations.,0,3,6,9
The Brady Bunch Movie,3 nominations.,0,0,3,3
The Baby-Sitters Club,2 wins & 1 nomination.,0,2,1,3
Jack & Sarah,6 nominations.,0,0,6,6
Crimson Tide,Nominated for 3 Oscars. Another 5 wins & 6 nominations.,3,5,6,14
The American President,Nominated for 1 Oscar. Another 1 win & 9 nominations.,1,1,9,11
Dead Man Walking,Won 1 Oscar. Another 22 wins & 23 nominations.,1,22,23,46
Sudden Death,,0,0,0,0
Clockers,6 nominations,0,0,6,6
Jeffrey,1 win & 4 nominations.,0,1,4,5
Copycat,2 wins & 1 nomination.,0,2,1,3
Stuart Saves His Family,2 nominations.,0,0,2,2
The Grass Harp,3 wins.,0,3,0,3
The Big Green,,0,0,0,0
The Fantasticks,,0,0,0,0
Jefferson in Paris,2 nominations.,0,0,2,2
Strange Days,2 wins & 4 nominations.,0,2,4,6
Jade,2 nominations,0,0,2,2
Congo,2 wins & 11 nominations,0,2,11,13
3 Ninjas Knuckle Up,2 nominations.,0,0,2,2
The Flower of My Secret,5 wins & 13 nominations.,0,5,13,18
C�rculo de amigos,,0,0,0,0
The Englishman Who Went Up a Hill But Came Down a Mountain,1 win & 1 nomination.,0,1,1,2
Dangerous Minds,6 wins & 8 nominations.,0,6,8,14
Tales from the Crypt: Demon Knight,2 wins & 1 nomination.,0,2,1,3
Tales from the Hood,,0,0,0,0
The Bridges of Madison County,Nominated for 1 Oscar. Another 7 wins & 17 nominations.,1,7,17,25
The City of Lost Children,5 wins & 14 nominations.,0,5,14,19
Tall Tale,,0,0,0,0
Bye Bye Love,1 nomination.,0,0,1,1
The Brothers McMullen,4 wins & 1 nomination.,0,4,1,5
Candyman: Farewell to the Flesh,,0,0,0,0
The Amazing Panda Adventure,3 nominations.,0,0,3,3
Cutthroat Island,1 nomination.,0,0,1,1
Tank Girl,,0,0,0,0
Canadian Bacon,,0,0,0,0
The Day of the Beast,16 wins & 14 nominations.,0,16,14,30
Dead Presidents,2 nominations.,0,0,2,2
The Crossing Guard,Nominated for 1 Golden Globe. Another 3 nominations.,0,0,4,4
The Perez Family,,0,0,0,0
When Night Is Falling,5 nominations.,0,0,5,5
Hideaway,1 nomination.,0,0,1,1
Higher Learning,1 win & 1 nomination.,0,1,1,2
Wild Bill,Nominated for 1 BAFTA Film Award. Another 3 wins & 7 nominations.,0,3,8,11
"To Wong Foo Thanks for Everything, Julie Newmar",Nominated for 2 Golden Globes. Another 1 nomination.,0,0,3,3
An Awfully Big Adventure,2 nominations.,0,0,2,2
Killer: A Journal of Murder,2 wins & 2 nominations.,0,2,2,4
Moonlight and Valentino,,0,0,0,0
To Die For,Won 1 Golden Globe. Another 6 wins & 13 nominations.,0,7,13,20
Mortal Kombat,1 win & 3 nominations,0,1,3,4
Last of the Dogmen,,0,0,0,0
Mr. Holland's Opus,Nominated for 1 Oscar. Another 5 wins & 4 nominations.,1,5,4,10
Houseguest,,0,0,0,0
Before Sunrise,1 win & 7 nominations.,0,1,7,8
Three Wishes,1 nomination.,0,0,1,1
Get Shorty,Won 1 Golden Globe. Another 5 wins & 16 nominations.,0,6,16,22
The Prophecy,2 wins & 2 nominations.,0,2,2,4
Kiss of Death,1 nomination.,0,0,1,1
